country,category,equipment,equipment_origin,text,source
Russia,Aircraft ,An-26 transport aircraft,ussr,"1, destroyed",https://i.postimg.cc/R0ppMFNQ/448.png
Russia,Aircraft ,Su-24M/MR strike/tactical reconnaissance aircraft,ussr,"5, damaged beyond economical repair on the ground",https://i.postimg.cc/mDQ1Vp8m/3326.png
Russia,Aircraft ,Su-24M/MR strike/tactical reconnaissance aircraft,ussr,"6, damaged on the ground",https://i.postimg.cc/mr7rGzCD/3326.png
Russia,Aircraft ,Su-24M/MR strike/tactical reconnaissance aircraft,ussr,"1, 2, 3 and 4, destroyed on the ground",https://i.postimg.cc/nVD3fnwW/3326.png
Russia,Aircraft ,Su-24MR tactical reconnaissance aircraft,ussr,"1, destroyed on the ground",https://i.postimg.cc/G3FmfyrS/6653.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"17, destroyed",https://i.postimg.cc/0NjSWsy8/42.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"8, destroyed",https://i.postimg.cc/DZ14y78S/316.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"1, destroyed",https://i.postimg.cc/L6456Fm4/38.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"2, destroyed",https://i.postimg.cc/Mp371YRh/675.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"11, destroyed",https://i.postimg.cc/PqBrzQ94/2d.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"6, destroyed",https://i.postimg.cc/RCjcz7sM/h7.jpg
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"13, destroyed",https://i.postimg.cc/RZbzx5tR/338.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"4, destroyed",https://i.postimg.cc/SsTkvvtc/46.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"3, destroyed",https://i.postimg.cc/VNx7Xd0x/n86.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"9, destroyed",https://i.postimg.cc/XJ2YWqt8/6y6.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"16, destroyed",https://i.postimg.cc/ZY64Sn83/331.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"10, destroyed",https://i.postimg.cc/bNnXPwcr/43g9.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"19, destroyed",https://i.postimg.cc/d0frJvX8/1008-su25.jpg
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"12, destroyed",https://i.postimg.cc/y6XbrW3z/6522.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"5, destroyed",https://i.postimg.cc/zBCBJNs4/360.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"18, damaged beyond economical repair",https://i.postimg.cc/zBVmRBJ2/h9.png
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"7, destroyed",https://twitter.com/RALee85/status/1507360503546449924
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"14, destroyed",https://twitter.com/RALee85/status/1538798047249027072
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"1, damaged",https://twitter.com/UAWeapons/status/1535271617928081409
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"15, destroyed",https://twitter.com/UAWeapons/status/1539288719638859776
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"20, destroyed",https://twitter.com/UAWeapons/status/1567464762098814983
Russia,Aircraft ,Su-25 close air support aircraft,ussr,"21, destroyed",https://twitter.com/UAWeapons/status/1569302325533020160
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"5, destroyed",https://i.postimg.cc/05Wr4fXG/4fs.png
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"3, destroyed",https://i.postimg.cc/3R8v9rk7/65.png
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"4, destroyed",https://i.postimg.cc/8ch0qvfw/763.png
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"6, 7 and 8, destroyed on the ground",https://i.postimg.cc/FKS4JMHn/3326.png
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"1, destroyed on the ground",https://i.postimg.cc/QNPryLw9/7699.png
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"11, damaged beyond economical repair on the ground",https://i.postimg.cc/j5qMrfmQ/3326.png
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"2, destroyed",https://i.postimg.cc/pTmn3GJ1/443.png
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"9, destroyed",https://i.postimg.cc/zGGdTPWX/1003-su30.jpg
Russia,Aircraft ,Su-30SM multirole aircraft,russian federation,"10, destroyed",https://twitter.com/UAWeapons/status/1569275480343281665
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"2, destroyed",https://i.postimg.cc/6q0TL6rV/a1.png
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"3, destroyed",https://i.postimg.cc/XNTgS10c/b8.jpg
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"4, destroyed",https://i.postimg.cc/brNRFNVw/46.png
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"1, destroyed",https://i.postimg.cc/c1MKNhpK/a2.png
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"7, destroyed",https://i.postimg.cc/k5Yj5H3G/790.png
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"10, destroyed",https://i.postimg.cc/qv4zqnd1/55j.png
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"5, destroyed",https://i.postimg.cc/rpZdfjt7/5gh.png
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"6, destroyed",https://twitter.com/MotolkoHelp/status/1516815396552200200
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"12, destroyed",https://twitter.com/RALee85/status/1569279954281705473
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"9, destroyed",https://twitter.com/UAWeapons/status/1518542194646388738
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"8, destroyed",https://twitter.com/UAWeapons/status/1519020714937962497
Russia,Aircraft ,Su-34 strike aircraft,russian federation,"11, destroyed",https://twitter.com/UAWeapons/status/1568710616868704258
Russia,Aircraft ,Su-34M strike aircraft,russian federation,"1, destroyed",https://twitter.com/UAWeapons/status/1548937987567804417
Russia,Aircraft ,Su-35S multirole aircraft,russian federation,"1, destroyed",https://i.postimg.cc/9Xx2XhXx/32f.png
Russia,Aircraft ,Unknown Su-30/Su-34/Su-35,russian federation,"1, destroyed",https://i.postimg.cc/4yvbSFJ1/1008.jpg
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"4, captured",https://i.postimg.cc/5t4w0KxM/467.png
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"2, destroyed by Bayraktar TB2",https://i.postimg.cc/MKgzsYwB/366.png
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"6, captured",https://i.postimg.cc/Nfrp5ZsT/1030-zu23-2.jpg
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"1, destroyed by Bayraktar TB2",https://i.postimg.cc/Y24jwX90/s2.png
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"1, captured",https://i.postimg.cc/rwZrBrTp/4fh.png
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"3, captured",https://i.postimg.cc/sD02YXhJ/42.png
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"2, captured",https://i.postimg.cc/t4z6JH5f/3d14.png
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"5, captured",https://twitter.com/UAWeapons/status/1529865401072590848
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"7, damaged and captured",https://twitter.com/UAWeapons/status/1567822704601858048
Russia,Anti-Aircraft Guns ,23mm ZU-23-2,ussr,"8, captured",https://twitter.com/UAWeapons/status/1570342741913268225
Russia,Armoured Fighting Vehicles ,2S1 with ZU-23 AA gun,ussr,"1, captured",https://i.postimg.cc/Yq5q4HcW/88kj.png 
Russia,Armoured Fighting Vehicles ,BRDM-2,ussr,"1, destroyed",https://i.postimg.cc/HWJMWnXs/d4.png
Russia,Armoured Fighting Vehicles ,BRDM-2,ussr,"2, destroyed",https://i.postimg.cc/Qx0xF42r/1001-brdm2.jpg
Russia,Armoured Fighting Vehicles ,BRDM-2,ussr,"3, destroyed",https://i.postimg.cc/hvs0Z6v0/1002-brdm2.jpg
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"10, destroyed",https://i.postimg.cc/3wGmwKjQ/55441.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"8, destroyed",https://i.postimg.cc/7Lbhr8dz/6658.jpg
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"9, destroyed",https://i.postimg.cc/85k1X8rv/1005-BRM-1-K.jpg
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"5, captured",https://i.postimg.cc/C16b4L6P/2022-09-13-Hlynske.jpg
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"13, destroyed",https://i.postimg.cc/Hsr8XQHY/1000-bmp2.jpg
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"11, destroyed",https://i.postimg.cc/MTJ9T91Y/f4339.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"2, captured",https://i.postimg.cc/Px4KPtq9/1003-brm1k.jpg
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"4, destroyed",https://i.postimg.cc/QVLrdHRK/6880.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"3, destroyed",https://i.postimg.cc/Ss7ZV5zW/d13p.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"1, captured",https://i.postimg.cc/W4LXNVTC/567.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"6, destroyed",https://i.postimg.cc/Yq5fmMHs/3d14.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"12, destroyed",https://i.postimg.cc/bw8mSMpV/1010-BRM-1-K.jpg
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"3, captured",https://i.postimg.cc/g0nfvNjc/1013-brm1k.jpg
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"2, destroyed",https://i.postimg.cc/gj3KbRGG/fsl.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"7, destroyed",https://i.postimg.cc/yNVXckN7/s1.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"5, destroyed",https://i.postimg.cc/yYnZX0Xs/488.png
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"1, destroyed",https://postimg.cc/bGSbfRQm
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"4, captured",https://twitter.com/UAWeapons/status/1569229438864195589
Russia,Armoured Fighting Vehicles ,BRM-1K reconnaissance vehicle,ussr,"12, destroyed",https://twitter.com/UAWeapons/status/1569381077759807489
Russia,Armoured Fighting Vehicles ,GAZ-3344-20 'Aleut' articulated tracked carrier,russian federation,"2, destroyed",https://i.postimg.cc/GhBRrQbK/689.jpg
Russia,Armoured Fighting Vehicles ,GAZ-3344-20 'Aleut' articulated tracked carrier,russian federation,"1, destroyed",https://i.postimg.cc/dVJYL2Wq/46.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"24, captured",https://i.postimg.cc/0NQJNZ6L/499.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"45, captured",https://i.postimg.cc/0y71Y84h/1001-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"116, destroyed",https://i.postimg.cc/1twyLhYc/1019-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"4, abandoned",https://i.postimg.cc/1z6127Wh/h54.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"15, destroyed",https://i.postimg.cc/23p4Kymk/t5.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"31, captured",https://i.postimg.cc/25LrRT0N/159.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"10, abandoned",https://i.postimg.cc/26bSBK7B/6j.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"31, destroyed",https://i.postimg.cc/2S1FjYXP/m1.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"1, destroyed",https://i.postimg.cc/2SJG2hyJ/9po.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"49, destroyed",https://i.postimg.cc/2SWdnnqh/j7.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"25, captured",https://i.postimg.cc/2jhR1hxm/1003-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"46, destroyed",https://i.postimg.cc/2yjvr4D4/1.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"115, destroyed",https://i.postimg.cc/3JHkr9Xx/1016-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"44 and 45, destroyed",https://i.postimg.cc/3JJCTH8P/23.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"121 and 122, destroyed",https://i.postimg.cc/3JLVmKLM/1028-mtlb-2x.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"88, captured",https://i.postimg.cc/3JyhPFCR/2022-09-14-306889955-5387493924698347-491673469679484211-n.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"49, captured",https://i.postimg.cc/3N7mRGKv/dv.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"53, captured",https://i.postimg.cc/3xDYnyx3/mtlbb.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"9, abandoned",https://i.postimg.cc/44Pdb9wn/48.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"27, captured",https://i.postimg.cc/59rtbb1q/7u.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"54, captured",https://i.postimg.cc/63TX4Tgs/mtlbbb.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"47, captured",https://i.postimg.cc/63qWGyGT/4331.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"7, destroyed",https://i.postimg.cc/66k6rQ9g/d17.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"30, captured",https://i.postimg.cc/8P8dYp4t/33190.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"19, captured",https://i.postimg.cc/BbNYQPQc/hh6.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"37, destroyed",https://i.postimg.cc/BnmkrP58/43ff.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"13, abandoned",https://i.postimg.cc/C5DtPkWd/f2.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"89, destroyed",https://i.postimg.cc/C5vyHT7y/1003.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"112, destroyed",https://i.postimg.cc/CMBJ9zWP/1000-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"6, destroyed",https://i.postimg.cc/CxNSkmyp/763.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"7, captured",https://i.postimg.cc/Dw6Cthym/mtllllllbb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"56, captured",https://i.postimg.cc/FFMGvhv9/1001-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"28, destroyed",https://i.postimg.cc/G25V6CKv/mmtttlllbbbb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"105, destroyed",https://i.postimg.cc/G90HDCsq/1003-Kam-AZ-truck-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"17, captured",https://i.postimg.cc/GhcXwc5b/47.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"12, destroyed",https://i.postimg.cc/GmRNRWQH/t2.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"40, captured",https://i.postimg.cc/HL8ssP7K/2113.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"78, captured",https://i.postimg.cc/J0J8nHnJ/1004-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"2, captured",https://i.postimg.cc/J0TnftgP/mcap5.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"63, destroyed",https://i.postimg.cc/Jnt7Ns5w/1001-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"119 and 120, destroyed",https://i.postimg.cc/JzGgQ9gs/1000-mtlb-2x.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"11, abandoned",https://i.postimg.cc/JzjbsLP6/44313.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"11, captured",https://i.postimg.cc/KYjm92YL/998.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"7, abandoned",https://i.postimg.cc/MT7GfMmt/467.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"5, captured",https://i.postimg.cc/Mp8q36MR/mmttllbbb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"35, captured",https://i.postimg.cc/MpFFy9Nx/d776.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"34, captured",https://i.postimg.cc/NFpFq3xL/f5.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"9, captured",https://i.postimg.cc/NGCL3qJs/223.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"44, captured",https://i.postimg.cc/PNGV1q9Y/1005-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"108, destroyed",https://i.postimg.cc/QCGRjz0H/1015-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"6, captured",https://i.postimg.cc/QCgg1gFV/mttlbb.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"16, destroyed",https://i.postimg.cc/QNFfrp3V/332.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"50, destroyed",https://i.postimg.cc/QNPYJMzg/h777.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"91, destroyed",https://i.postimg.cc/QVL9CqcX/1004.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"90, destroyed",https://i.postimg.cc/QxvsrFVB/1023-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"29, captured",https://i.postimg.cc/R08pWBP4/4f13.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"20, destroyed",https://i.postimg.cc/R0vkHGqJ/mdes1.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"58, destroyed",https://i.postimg.cc/RVXcrLbq/mtlbb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"13, destroyed",https://i.postimg.cc/RZ2hwWLF/3d5.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"61, destroyed",https://i.postimg.cc/SNyWtvdw/p-ZU4-Guo-L-jpg-medium.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"8, abandoned",https://i.postimg.cc/SRx4st8h/46805.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"1, captured",https://i.postimg.cc/T121NnkK/mcap3.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"59, destroyed",https://i.postimg.cc/T2jV06VV/mttllbb.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"57, destroyed",https://i.postimg.cc/T31nT5Z0/mmtttllbb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"86, destroyed",https://i.postimg.cc/TPyPcvcf/1005.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"13, captured",https://i.postimg.cc/TYbyywLR/284.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"36, captured",https://i.postimg.cc/TwPYMJ20/327.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"23, captured",https://i.postimg.cc/VLGGrwbj/h652.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"37, captured",https://i.postimg.cc/VvX9cCkf/1001.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"47, destroyed",https://i.postimg.cc/W1xMgFGv/4.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"41, captured",https://i.postimg.cc/W3F7bj2Z/689.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"50, captured",https://i.postimg.cc/W429dwZ6/v9.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"56, destroyed",https://i.postimg.cc/W4JrkLpJ/kmz.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"5, destroyed",https://i.postimg.cc/W4x4DFVB/54.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"29, destroyed",https://i.postimg.cc/XJXdKG76/1012.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"11, destroyed",https://i.postimg.cc/XNTmHGBK/t1.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"2, destroyed",https://i.postimg.cc/XvpJbF2W/k9.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"14, captured",https://i.postimg.cc/Y0G7hqd2/431f.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"10, captured",https://i.postimg.cc/Y0T6mhg2/887.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"22, destroyed",https://i.postimg.cc/ZYM41vF4/68.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"30, destroyed",https://i.postimg.cc/bvNzhqx5/mttllbbb11.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"32, destroyed",https://i.postimg.cc/cHktJ5gH/mm1.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"55, destroyed",https://i.postimg.cc/cHwQVqVN/e-Vsa-X8-T8-jpg-large.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"52, captured",https://i.postimg.cc/d1d6qZKQ/558.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"109, destroyed",https://i.postimg.cc/d3gbhKM5/1008-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"36, destroyed",https://i.postimg.cc/dQ2tP35V/43d.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"26, destroyed",https://i.postimg.cc/fTmW72W8/XBb-IUx-U9-png-small.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"34 and 35, destroyed",https://i.postimg.cc/g2wrJ0xZ/652g.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"9, destroyed",https://i.postimg.cc/gJ24TR94/457.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"87, destroyed",https://i.postimg.cc/gJWPGKj7/1001.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"96, destroyed",https://i.postimg.cc/h4kxGnK4/1000-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"38, captured",https://i.postimg.cc/hGSbqkz3/gm.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"55, captured",https://i.postimg.cc/hP378d9t/1002-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"58, captured",https://i.postimg.cc/hj8F3KDf/1025-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"62, destroyed",https://i.postimg.cc/htYTvPnB/ziqz0z-Ur-jpg-large.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"39, captured",https://i.postimg.cc/htrfGgST/4f2.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"14 and 15, abandoned",https://i.postimg.cc/j5Bm4Z3G/f1.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"4, captured",https://i.postimg.cc/jS1fW3MZ/mttllbb.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"42, captured",https://i.postimg.cc/jdLY52gL/83.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"124, destroyed",https://i.postimg.cc/jdVP6gFW/1004-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"18, destroyed",https://i.postimg.cc/k5cwW0Hg/355.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"10, destroyed",https://i.postimg.cc/kg4dJZ3y/23.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"100, destroyed",https://i.postimg.cc/m2xGjMj2/1006-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"23, destroyed",https://i.postimg.cc/mhxq2y0D/mttllbb1.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"33, captured",https://i.postimg.cc/mk6zFPwD/3256.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"60, destroyed",https://i.postimg.cc/mkS7gYLX/n-AF2-QMi1-jpg-small.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"8, captured",https://i.postimg.cc/mkWNPp20/mttlbb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"46, captured",https://i.postimg.cc/mkWRdTrm/1008.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"4, destroyed",https://i.postimg.cc/nLRctZ4r/d6.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"33, destroyed",https://i.postimg.cc/nVQqzp2f/mm2.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"85, destroyed",https://i.postimg.cc/q7yrqVbh/1001.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"3, captured",https://i.postimg.cc/qBGCcvmt/mtttlllbbbb.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"12, captured",https://i.postimg.cc/rF926ys3/d11.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"12, abandoned",https://i.postimg.cc/sXXbnXYV/mtlba3.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"27, destroyed",https://i.postimg.cc/sfBgxfkd/mttttllbbb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"19, destroyed",https://i.postimg.cc/sg8MqfCK/1022-mtlb.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"20, captured",https://i.postimg.cc/sx950sSB/Screenshot-8457.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"130, destroyed",https://i.postimg.cc/sxTRRJ3g/2022-09-14-307095797-3212297189018838-4688457807291624709-n.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"14, destroyed",https://i.postimg.cc/tR5r7YLG/4f.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"88, destroyed",https://i.postimg.cc/tTNGJVV4/1002.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"51, captured",https://i.postimg.cc/v8rV0sFZ/5t.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"5, abandoned",https://i.postimg.cc/vHYqqTjM/544.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"21, destroyed",https://i.postimg.cc/vmqG8CXZ/mdes2.png
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"84, destroyed",https://i.postimg.cc/wMv4MPKW/1006.jpg
Russia,Armoured Fighting Vehicles ,MT-LB,ussr,"21, captured",https://i.postimg.cc/wTYJPs3P/Screenshot-8472.png
