timestamp,country,category,state,value
2022-02-28 00:57:24,Russia,Armoured Fighting Vehicles ,captured,3
2022-02-28 00:57:24,Ukraine,Armoured Fighting Vehicles ,destroyed,2
2022-02-28 00:57:24,Russia,Artillery ,destroyed,-2
2022-02-28 00:57:24,Russia,Artillery ,captured,-2
2022-02-28 00:57:24,Russia,Engineering Vehicles ,destroyed,3
2022-02-28 00:57:24,Russia,Infantry Fighting Vehicles ,destroyed,4
2022-02-28 00:57:24,Russia,Infantry Fighting Vehicles ,abandoned,3
2022-02-28 00:57:24,Russia,Infantry Fighting Vehicles ,captured,2
2022-02-28 00:57:24,Russia,Infantry Mobility Vehicles ,destroyed,3
2022-02-28 00:57:24,Russia,Surface-To-Air Missile Systems ,abandoned,1
2022-02-28 00:57:24,Russia,Tanks ,destroyed,3
2022-02-28 00:57:24,Russia,Tanks ,abandoned,2
2022-02-28 00:57:24,Russia,Tanks ,captured,2
2022-02-28 00:57:24,Ukraine,Tanks ,destroyed,1
2022-02-28 00:57:24,Ukraine,Tanks ,damaged,-1
2022-02-28 00:57:24,Ukraine,Tanks ,abandoned,2
2022-02-28 00:57:24,Ukraine,"Trucks, Vehicles and Jeeps ",captured,1
2022-02-28 00:57:24,Russia,"Trucks, Vehicles and Jeeps ",destroyed,5
2022-02-28 00:57:24,Russia,"Trucks, Vehicles and Jeeps ",abandoned,1
2022-02-28 00:57:24,Russia,Armoured Fighting Vehicles ,abandoned,1
2022-02-28 00:57:24,Ukraine,Man-Portable Air Defence Systems ,captured,2
2022-02-28 00:57:24,Russia,Self-propelled Anti-Aircraft Guns ,abandoned,2
2022-02-28 00:57:24,Russia,Self-propelled artillery ,abandoned,1
2022-02-28 00:57:24,Russia,Towed Artillery ,destroyed,2
2022-02-28 00:57:24,Russia,Towed Artillery ,captured,2
2022-02-28 08:27:41,Russia,Infantry Fighting Vehicles ,destroyed,1
2022-02-28 08:27:41,Russia,Infantry Fighting Vehicles ,abandoned,2
2022-02-28 08:27:41,Russia,Infantry Mobility Vehicles ,destroyed,1
2022-02-28 08:27:41,Ukraine,Surface-To-Air Missile Systems ,destroyed,2
2022-02-28 08:27:41,Russia,Tanks ,destroyed,2
2022-02-28 08:27:41,Russia,Tanks ,abandoned,3
2022-02-28 08:27:41,Russia,Tanks ,captured,5
2022-02-28 08:27:41,Ukraine,Self-Propelled Artillery ,abandoned,1
2022-02-28 17:21:38,Russia,Anti-tank Guided Missiles ,captured,1
2022-02-28 17:21:38,Ukraine,Anti-tank Guided Missiles ,captured,5
2022-02-28 17:21:38,Ukraine,Armoured Fighting Vehicles ,destroyed,2
2022-02-28 17:21:38,Ukraine,Armoured Fighting Vehicles ,captured,3
2022-02-28 17:21:38,Russia,Armoured Fighting Vehicles ,destroyed,8
2022-02-28 17:21:38,Russia,Armoured Fighting Vehicles ,abandoned,2
2022-02-28 17:21:38,Ukraine,Armoured Personnel Carriers ,captured,5
2022-02-28 17:21:38,Russia,Armoured Personnel Carriers ,destroyed,1
2022-02-28 17:21:38,Russia,Armoured Personnel Carriers ,captured,2
2022-02-28 17:21:38,Russia,Helicopters ,destroyed,1
2022-02-28 17:21:38,Russia,Infantry Fighting Vehicles ,destroyed,3
2022-02-28 17:21:38,Russia,Infantry Fighting Vehicles ,abandoned,5
2022-02-28 17:21:38,Russia,Infantry Fighting Vehicles ,captured,2
2022-02-28 17:21:38,Ukraine,Man-Portable Air Defence Systems ,captured,5
2022-02-28 17:21:38,Russia,Mortars ,captured,-2
2022-02-28 17:21:38,Russia,Self-propelled artillery ,abandoned,1
2022-02-28 17:21:38,Russia,Surface-To-Air Missile Systems ,destroyed,2
2022-02-28 17:21:38,Russia,Surface-To-Air Missile Systems ,abandoned,2
2022-02-28 17:21:38,Ukraine,Tanks ,abandoned,2
2022-02-28 17:21:38,Russia,Tanks ,destroyed,4
2022-02-28 17:21:38,Russia,Tanks ,captured,1
2022-02-28 17:21:38,Russia,"Trucks, Vehicles and Jeeps ",destroyed,6
2022-02-28 17:21:38,Russia,"Trucks, Vehicles and Jeeps ",abandoned,2
2022-02-28 17:21:38,Russia,"Trucks, Vehicles and Jeeps ",captured,5
2022-02-28 17:21:38,Russia,Armoured Personnel Carriers ,abandoned,4
2022-02-28 17:21:38,Ukraine,Armoured Personnel Carriers ,destroyed,1
2022-02-28 17:21:38,Russia,Heavy Mortars ,captured,2
2022-02-28 17:21:38,Russia,Man-Portable Air Defence Systems ,captured,1
2022-02-28 17:21:38,Russia,Mine-resistant Ambush Protected ,destroyed,1
2022-02-28 17:21:38,Ukraine,Self-Propelled Artillery ,destroyed,2
2022-02-28 17:21:38,Russia,Self-propelled artillery ,destroyed,1
2022-02-28 17:21:38,Russia,Self-propelled artillery ,captured,1
2022-02-28 17:21:38,Russia,Surface-To-Air Missile Systems ,captured,2
2022-02-28 19:44:32,Ukraine,Armoured Fighting Vehicles ,captured,1
2022-02-28 19:44:32,Russia,Armoured Personnel Carriers ,abandoned,1
2022-02-28 19:44:32,Russia,Mine-resistant Ambush Protected ,destroyed,-1
2022-02-28 19:44:32,Russia,Mine-resistant Ambush Protected ,captured,-2
2022-02-28 19:44:32,Russia,Multiple Rocket Launchers ,captured,1
2022-02-28 19:44:32,Russia,Mine-Resistant Ambush Protected ,destroyed,1
2022-02-28 19:44:32,Russia,Mine-Resistant Ambush Protected ,captured,2
2022-02-28 19:44:32,Ukraine,Tanks ,captured,1
2022-02-28 21:21:23,Russia,Armoured Fighting Vehicles ,abandoned,3
2022-02-28 21:21:23,Russia,Armoured Fighting Vehicles ,captured,1
2022-02-28 21:21:23,Russia,Infantry Fighting Vehicles ,destroyed,1
2022-02-28 21:21:23,Russia,Infantry Fighting Vehicles ,abandoned,2
2022-02-28 21:21:23,Russia,Self-propelled artillery ,abandoned,1
2022-02-28 21:21:23,Russia,Tanks ,destroyed,1
2022-02-28 21:21:23,Russia,Tanks ,abandoned,6
2022-02-28 21:21:23,Russia,Jammers And Deception Systems ,damaged,1
2022-02-28 23:17:17,Russia,Armoured Fighting Vehicles ,destroyed,2
2022-02-28 23:17:17,Russia,Infantry Fighting Vehicles ,abandoned,2
2022-02-28 23:17:17,Russia,Infantry Fighting Vehicles ,captured,1
2022-02-28 23:17:17,Ukraine,Infantry Mobility Vehicles ,captured,1
2022-02-28 23:17:17,Russia,Tanks ,abandoned,2
2022-02-28 23:17:17,Russia,"Trucks, Vehicles and Jeeps ",destroyed,1
2022-02-28 23:17:17,Russia,"Trucks, Vehicles and Jeeps ",abandoned,1
2022-02-28 23:17:17,Russia,"Trucks, Vehicles and Jeeps ",captured,11
2022-02-28 23:17:17,Russia,Engineering Vehicles ,abandoned,1
2022-03-01 00:53:36,Russia,"Trucks, Vehicles and Jeeps ",destroyed,2
2022-03-01 00:53:36,Russia,Logistics Trains ,destroyed,2
2022-03-01 04:02:27,Russia,Armoured Fighting Vehicles ,destroyed,1
2022-03-01 04:02:27,Russia,Armoured Personnel Carriers ,destroyed,2
2022-03-01 04:02:27,Russia,Armoured Personnel Carriers ,captured,-2
2022-03-01 04:02:27,Russia,Communications Vehicles ,abandoned,-1
2022-03-01 04:02:27,Russia,Communications Vehicles ,captured,-1
2022-03-01 04:02:27,Russia,Communications Station ,destroyed,1
2022-03-01 04:02:27,Russia,Communications Station ,abandoned,1
2022-03-01 04:02:27,Russia,Communications Station ,captured,1
2022-03-01 18:53:29,Russia,Anti-tank Guided Missiles ,captured,1
2022-03-01 18:53:29,Ukraine,Armoured Fighting Vehicles ,destroyed,1
2022-03-01 18:53:29,Russia,Armoured Fighting Vehicles ,abandoned,2
2022-03-01 18:53:29,Russia,Armoured Fighting Vehicles ,captured,2
2022-03-01 18:53:29,Russia,Engineering Vehicles ,captured,1
2022-03-01 18:53:29,Russia,Helicopters ,destroyed,1
2022-03-01 18:53:29,Russia,Helicopters ,damaged,1
2022-03-01 18:53:29,Russia,Infantry Fighting Vehicles ,destroyed,1
2022-03-01 18:53:29,Russia,Infantry Fighting Vehicles ,abandoned,1
2022-03-01 18:53:29,Russia,Infantry Fighting Vehicles ,captured,3
2022-03-01 18:53:29,Russia,Infantry Mobility Vehicles ,destroyed,1
2022-03-01 18:53:29,Russia,Infantry Mobility Vehicles ,abandoned,1
2022-03-01 18:53:29,Russia,Multiple Rocket Launchers ,captured,1
2022-03-01 18:53:29,Russia,Self-propelled artillery ,destroyed,-1
2022-03-01 18:53:29,Russia,Self-propelled artillery ,abandoned,-3
2022-03-01 18:53:29,Russia,Self-propelled artillery ,captured,-1
2022-03-01 18:53:29,Russia,Surface-To-Air Missile Systems ,abandoned,-1
2022-03-01 18:53:29,Russia,Surface-To-Air Missile Systems ,captured,2
2022-03-01 18:53:29,Russia,Tanks ,abandoned,3
2022-03-01 18:53:29,Russia,"Trucks, Vehicles and Jeeps ",destroyed,3
2022-03-01 18:53:29,Russia,"Trucks, Vehicles and Jeeps ",abandoned,1
2022-03-01 18:53:29,Russia,"Trucks, Vehicles and Jeeps ",captured,3
2022-03-01 18:53:29,Russia,Self-Propelled Artillery ,destroyed,1
2022-03-01 18:53:29,Russia,Self-Propelled Artillery ,abandoned,4
2022-03-01 18:53:29,Russia,Self-Propelled Artillery ,captured,1
2022-03-02 06:53:31,Russia,Armoured Fighting Vehicles ,destroyed,1
2022-03-02 06:53:31,Russia,Armoured Fighting Vehicles ,abandoned,1
2022-03-02 06:53:31,Russia,Armoured Fighting Vehicles ,captured,3
2022-03-02 06:53:31,Russia,Armoured Personnel Carriers ,destroyed,2
2022-03-02 06:53:31,Russia,Armoured Personnel Carriers ,abandoned,1
2022-03-02 06:53:31,Russia,Armoured Personnel Carriers ,captured,3
2022-03-02 06:53:31,Russia,Communications Station ,abandoned,2
2022-03-02 06:53:31,Russia,Engineering Vehicles ,destroyed,4
2022-03-02 06:53:31,Russia,Engineering Vehicles ,abandoned,2
2022-03-02 06:53:31,Russia,Infantry Fighting Vehicles ,destroyed,2
2022-03-02 06:53:31,Russia,Infantry Fighting Vehicles ,abandoned,3
2022-03-02 06:53:31,Russia,Infantry Fighting Vehicles ,captured,2
2022-03-02 06:53:31,Russia,Multiple Rocket Launchers ,destroyed,1
2022-03-02 06:53:31,Ukraine,Self-Propelled Artillery ,captured,1
2022-03-02 06:53:31,Russia,Self-Propelled Artillery ,abandoned,2
2022-03-02 06:53:31,Russia,Surface-To-Air Missile Systems ,destroyed,1
2022-03-02 06:53:31,Russia,Tanks ,destroyed,3
2022-03-02 06:53:31,Russia,Tanks ,abandoned,1
2022-03-02 06:53:31,Russia,Tanks ,captured,1
2022-03-02 06:53:31,Russia,"Trucks, Vehicles and Jeeps ",destroyed,11
2022-03-02 06:53:31,Russia,"Trucks, Vehicles and Jeeps ",abandoned,12
2022-03-02 06:53:31,Russia,"Trucks, Vehicles and Jeeps ",captured,3
2022-03-02 06:53:31,Ukraine,"Trucks, Vehicles and Jeeps ",abandoned,1
2022-03-02 06:53:31,Ukraine,Infantry Mobility Vehicles ,abandoned,1
2022-03-02 06:53:31,Russia,Multiple Rocket Launchers ,abandoned,1
2022-03-02 06:53:31,Russia,Self-propelled Anti-Aircraft Guns ,captured,1
2022-03-02 06:53:31,Russia,Towed Artillery ,abandoned,2
2022-03-02 12:51:10,Russia,Anti-tank Guided Missiles ,captured,12
2022-03-02 12:51:10,Russia,Armoured Fighting Vehicles ,destroyed,1
2022-03-02 12:51:10,Russia,Armoured Fighting Vehicles ,abandoned,2
2022-03-02 12:51:10,Russia,Armoured Fighting Vehicles ,captured,2
2022-03-02 12:51:10,Russia,Armoured Personnel Carriers ,abandoned,1
2022-03-02 12:51:10,Russia,Infantry Fighting Vehicles ,destroyed,1
2022-03-02 12:51:10,Russia,Infantry Fighting Vehicles ,captured,3
2022-03-02 12:51:10,Russia,Infantry Mobility Vehicles ,captured,1
2022-03-02 12:51:10,Russia,Self-Propelled Artillery ,destroyed,1
2022-03-02 12:51:10,Russia,Self-Propelled Artillery ,abandoned,1
2022-03-02 12:51:10,Russia,Tanks ,destroyed,1
2022-03-02 12:51:10,Russia,Tanks ,captured,2
2022-03-02 12:51:10,Russia,"Trucks, Vehicles and Jeeps ",destroyed,1
2022-03-02 12:51:10,Russia,"Trucks, Vehicles and Jeeps ",captured,3
2022-03-02 14:26:53,Russia,Armoured Personnel Carriers ,captured,1
2022-03-02 14:26:53,Russia,Infantry Fighting Vehicles ,destroyed,1
2022-03-02 14:26:53,Russia,Infantry Fighting Vehicles ,captured,1
2022-03-02 14:26:53,Russia,Infantry Mobility Vehicles ,destroyed,1
2022-03-02 14:26:53,Ukraine,Infantry Mobility Vehicles ,captured,1
2022-03-02 14:26:53,Russia,Surface-To-Air Missile Systems ,captured,1
2022-03-02 14:26:53,Ukraine,Tanks ,destroyed,1
2022-03-02 14:26:53,Ukraine,Tanks ,captured,2
2022-03-02 14:26:53,Russia,Tanks ,captured,1
2022-03-02 14:26:53,Ukraine,Towed Artillery ,abandoned,1
2022-03-02 14:26:53,Russia,"Trucks, Vehicles and Jeeps ",destroyed,2
2022-03-02 14:26:53,Russia,"Trucks, Vehicles and Jeeps ",captured,4
2022-03-02 14:26:53,Ukraine,"Trucks, Vehicles and Jeeps ",destroyed,3
2022-03-02 15:10:16,Russia,Surface-To-Air Missile Systems ,destroyed,1
2022-03-02 15:10:16,Russia,"Trucks, Vehicles and Jeeps ",abandoned,2
2022-03-02 17:13:31,Russia,Armoured Fighting Vehicles ,destroyed,1
2022-03-02 17:13:31,Russia,Armoured Fighting Vehicles ,abandoned,1
2022-03-02 17:13:31,Russia,Armoured Personnel Carriers ,abandoned,2
2022-03-02 17:13:31,Russia,Infantry Fighting Vehicles ,captured,1
2022-03-02 17:13:31,Ukraine,Tanks ,abandoned,1
2022-03-02 17:13:31,Russia,Tanks ,abandoned,1
2022-03-02 17:13:31,Russia,Tanks ,captured,1
2022-03-02 17:13:31,Russia,"Trucks, Vehicles and Jeeps ",destroyed,2
2022-03-02 17:13:31,Russia,"Trucks, Vehicles and Jeeps ",abandoned,2
2022-03-02 17:13:31,Russia,"Trucks, Vehicles and Jeeps ",captured,3
2022-03-02 17:13:31,Ukraine,"Trucks, Vehicles and Jeeps ",destroyed,1
2022-03-02 18:20:06,Russia,Armoured Fighting Vehicles ,abandoned,2
2022-03-02 20:55:59,Russia,Aircraft ,destroyed,1
2022-03-02 20:55:59,Russia,Armoured Fighting Vehicles ,abandoned,-1
2022-03-02 20:55:59,Russia,Helicopters ,damaged,-1
2022-03-02 20:55:59,Russia,Helicopters ,abandoned,2
2022-03-02 20:55:59,Russia,Unmanned Aerial Vehicles ,captured,1
2022-03-03 00:28:12,Ukraine,Anti-tank Guided Missiles ,captured,5
2022-03-03 00:28:12,Russia,Anti-tank Guided Missiles ,captured,3
2022-03-03 00:28:12,Ukraine,Armoured Fighting Vehicles ,destroyed,1
2022-03-03 00:28:12,Ukraine,Armoured Fighting Vehicles ,captured,1
2022-03-03 00:28:12,Russia,Armoured Fighting Vehicles ,destroyed,1
2022-03-03 00:28:12,Russia,Armoured Fighting Vehicles ,abandoned,1
2022-03-03 00:28:12,Russia,Armoured Fighting Vehicles ,captured,1
2022-03-03 00:28:12,Ukraine,Armoured Personnel Carriers ,captured,4
2022-03-03 00:28:12,Russia,Armoured Personnel Carriers ,captured,3
2022-03-03 00:28:12,Russia,Communications Station ,abandoned,1
2022-03-03 00:28:12,Russia,Infantry Fighting Vehicles ,destroyed,1
2022-03-03 00:28:12,Russia,Infantry Fighting Vehicles ,captured,2
2022-03-03 00:28:12,Ukraine,Infantry Mobility Vehicles ,captured,2
2022-03-03 00:28:12,Russia,Mine-Resistant Ambush Protected ,destroyed,1
2022-03-03 00:28:12,Russia,Multiple Rocket Launchers ,destroyed,2
2022-03-03 00:28:12,Russia,Self-Propelled Artillery ,captured,2
2022-03-03 00:28:12,Ukraine,Tanks ,destroyed,3
2022-03-03 00:28:12,Ukraine,Tanks ,captured,2
2022-03-03 00:28:12,Russia,Tanks ,destroyed,1
2022-03-03 00:28:12,Russia,Tanks ,abandoned,1
2022-03-03 00:28:12,Russia,"Trucks, Vehicles and Jeeps ",destroyed,6
2022-03-03 00:28:12,Russia,"Trucks, Vehicles and Jeeps ",captured,5
2022-03-03 00:28:12,Ukraine,"Trucks, Vehicles and Jeeps ",destroyed,1
2022-03-03 00:28:12,Ukraine,"Trucks, Vehicles and Jeeps ",captured,1
2022-03-03 00:28:12,Ukraine,Towed Artillery ,captured,1
2022-03-03 04:41:08,Russia,Armoured Fighting Vehicles ,abandoned,1
2022-03-03 04:41:08,Russia,Communications Station ,destroyed,1
2022-03-03 04:41:08,Ukraine,Infantry Fighting Vehicles ,captured,1
2022-03-03 04:41:08,Russia,Infantry Fighting Vehicles ,captured,2
2022-03-03 04:41:08,Russia,Tanks ,captured,3
2022-03-03 04:41:08,Russia,Towed Artillery ,destroyed,1
2022-03-03 04:41:08,Russia,Towed Artillery ,abandoned,1
2022-03-03 04:41:08,Russia,"Trucks, Vehicles and Jeeps ",destroyed,3
2022-03-03 04:41:08,Russia,"Trucks, Vehicles and Jeeps ",damaged,1
